42941,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",fantasy
76473,The Incident,"Two parallel stories about characters trapped in illogical endless spaces: two brothers and a detective locked on an infinite staircase, and a family locked on an infinite road - for a very long time.",scifi
37114,Wonderland,"A new drug grants its users the ability to place their consciousness into the bodies of other people. Soon, a serial killer begins to use the drug as a way to live and die as other people by forcing his victims to kill themselves.",fantasy
56292,Die Laughing,A San Francisco cab driver finds himself in possession of a monkey that is carrying a formula for turning atomic waste into a plutonium bomb. He finds himself framed for a murder and chased all over town by people trying to get the formula.,mystery
8846,Taxi Blues,A taxi driver's normal shift turns into a chaotic adventure.,action
84568,Happy Log,Two Best Friends Trying to Escape a World of Danger.,thriller
45003,Insane,"A lonely hotel by a lonely road. Sarah is lost, looking for somewhere to sleep. She's come to the wrong place. A lonely hotel by a lonely road. Sarah is lost, Jenny is looking for her. She's come to the right place. The Bridgeburn Hotel.",horror
43430,Francis,"During World War II, a junior American Army officer, Lt. Peter Stirling, gets sent to the psychiatric ward whenever he insists that an Army mule named Francis speaks to him.",fantasy
34587,Olsenbanden jr. og det sorte gullet,"In the beginning of the sixties, Egon persuades his friends to buy oil stocks, and has to battle crooks who try to give fake information about the oil tests in in North Sea.",family
4128,The Poseidon Adventure,Nine people explore a cruise ship at sea in a manner that turns their whole lives upside down.,action
45480,Salvage,"A news team investigating rumors of aswang killings in a remote barrio are attacked by a group of soldiers, forcing them to run for their lives deep in the forest, where more mystery and danger lie in wait.",horror
3882,Pressure Point,"Deadly government assassin Sebastian Dellacourt botches a job and ends up in prison. His only way out is to do one final job and infiltrate a dangerous militia led by delusional Arno Taylor, who wants to overthrow the US government.",action
58471,Laundromat Days,A unique and enigmatic look at the interconnection of Montreal's people and their sub-subcultures.,mystery
88252,Speed,A young police officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,thriller
78534,Killing Diaz,Five friends plot to murder an upstairs neighbor simply to avoid an awkward conversation.,scifi
42963,Magic Arch 3D,A young dolphin with an active imagination saves Fish Town from evil Moray Eels and reunites with his father after discovering a magic arch that makes wishes come true.,fantasy
33349,The Boy Who Loved Horses,"Tells the story of a boy and his great love for horses, especially a beautiful white stallion, to which he is strongly attached. When he hears that the horse is to be slaughtered, he flees with it, and it becomes an escapee.",family
28149,Villhesten,"A night Ragnhild can't sleep due to a storm, she discovers a horse in distress. The horse runs away, and the days after she is told that the horse is not real, but an old saying. But Ragnhild knows what she have seen.",family
83881,Arbitrage,A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.,thriller
35706,Adventure Harbor,Four tweens develop a life-long friendship when they discover an injured mystical sea creature. They bravely go to extreme lengths to protect her from selfish scoundrels set on capturing her and even harming her for their own profit.,family
69103,Auction of Souls,The story about the Armenian Genocide based on the account of survivor Aurora Mardiganian.,romance
27381,Historietas Assombradas: O Filme,"Pepe is a 12-year-old boy who lives with his grandmother, a witch-businesswoman. After discovering that he is adopted and that his parents are alive, he decides to go out in search of them.",family
74015,Bimbo Movie Bash,A squadron of outer space bimbos decide to take revenge on the male chauvinists of Earth.,scifi
10876,Rustlers of the Badlands,"Steve Lindsay, a civilian scout attached to the U.S. Cavalry, and his friend, Tex Harding, are assigned to investigate the murder of an Army lieutenant in connection with cattle rustling in...                See full synopsis »",adventure
28218,This Is Where We Live,A slice-of-life drama set in the Texas Hill Country centered around a struggling family who's dynamics are challenged and a unique friendship is born when a small-town Texas handyman becomes caregiver to their son with cerebral palsy.,family
51724,World of Death,Death has no borders.,horror
24396,Sirf Ek,Sirf Ek is a 2 hour Crime Drama on the prevailing issue of sexting among teenagers and related crimes,crime
31800,Teri Meherbaniyan,"Ram is a govt official who tries to brings justice to an oppressed village. He almost succeed in his mission but is murdered by Vijay singh. His dream of justice is filled by his most loyal dog, MOTI.",family
1221,Yuddham Sharanam,"When his family is torn apart, Arjun sets out to on a journey to solve the mystery and seek revenge.",action
57405,Bedroom Eyes,A mans voyeurism lands him in the middle of a murder case.,mystery
15994,The Blind Owl,"Inspired by one of the most important, controversial Iranian novels of the twentieth century: The Blind Owl. Plot Line Kept Under Wraps.",adventure
4194,Bad Guys,Would-be drug dealers are caught between the police and the Mafia.,action
45956,Carpathia,An American spy on assignment in Romania infiltrates a small unit of German SS soldiers. They encounter a mysterious enemy while fighting partisans in The Carpathian Mountains... vampires.,horror
20095,Almost a Gentleman,"James Ellison (""The Gang's All Here"") stars as a man who saves a German shepherd from the city pound, only to have the dog implicate him in a murder. Featuring Ace the Wonder Dog.",crime
16965,Help!,"Sir Ringo Starr finds himself the human sacrifice target of a cult, and his fellow members of The Beatles must try to protect him from it.",adventure
8940,Vampire Night,Police officer Yukimura Sayo and her younger sister Miwa visit a ryokan located deep in the mountains. They don't know that this traditional inn famous for a nearby hot spring with healing qualities is a den for vampires.,action
54298,The Mysterious Death of Lord Harrington,"Eight people on an island estate for the will reading of Lord Harrington, who was killed by a mysterious wolf like creature. Must band together in order to survive until morning.",mystery
44839,The Director,"A classic Hollywood tale, plot under wraps.",fantasy
38318,Baran dar Aftab,The damaged relationship of a couple heals again when they accidentally learn about the famous Iranian poet Maulana.,fantasy
61183,The Great Indian Rope Trick,An odd set of circumstances sets off an American journalist on a retrograde pursuit to uncover an international conspiracy and salvage herself from a spectacular hoax in the high tech by-lanes of India.,mystery
57617,Había una vez un marido,"Rather unusual and unexpected wedding anniversary gifts, such as a pair of women's panties with the name ""Teresa"" on them get a husband in hot water with his wife, and need some explaining during this 93 minute Musical-Comedy.",mystery
68157,King of the Newsboys,A poor young man's girlfriend leaves him for a gangster.,romance
47079,The Abandon,A wounded soldier awakens in a strange cube that tests his physical and mental limits as he attempts to find a way to escape against a ticking clock.,horror
63157,Tora-san's Forbidden Love,"Tora-san spends several days at the home of a hard-working salary man, who abruptly disappears. When the man's wife asks Tora-san to help find him, he falls in love with her, and secretly hopes the husband will not be found.",romance
76678,City of Ember,"For generations, the people of the City of Ember have flourished in an amazing world of glittering lights. But Ember's once powerful generator is failing and the great lamps that illuminate the city are starting to flicker.",scifi
19774,5 Silahsörler,"5 Musketters are friends since their childhood. When Refik resists to proceed the big robbery they had planned, his friends are ready to protect him. This is a story for what friendship is about.",crime
69863,Bólidos de acero,A shy and humble young man overcomes his fears and becomes a racing champion.,romance
12278,Pete's Dragon,"The adventures of an orphaned boy named Pete and his best friend Elliott, who happens to be a dragon.",adventure
44212,Zinga,"a giant alien come to earth from the fictional planet of DHANDOK. Why the alien comes to earth, lands in Rajasthan and what happens next forms the crux of the tale.",fantasy
6182,Zorro,"In the New World, a new Spanish governor finds the province of Nueva Aragón under the iron fist of the corrupt Colonel Huerta and vows to bring justice under the guise of a masked avenger.",action
35382,The Imposible Mission,THE IMPOSIBLE MISSION. The quest to become mightier and greater in the Christian circle motivated a lot of pastors to join the Dark circle confraternity.,family
70058,College Fukrey,"Four friends from Punjab embark on a journey to make a mark in the world of pop music and form a band. While they face opposition from their parents, they continue to pursue their passions.",romance
42322,Valhalla Rising,"Forced for some time to be a fighting slave, a pagan warrior escapes his captors with a boy and joins a group of Crusaders on their quest to the Holy Land.",fantasy
43241,Finisterrae,Two ghosts walk along the Camino of Santiago.,fantasy
82315,Secret Smile,A thriller about a father who is an ex-CIA is on the run while trying to clear his name and to reunite with his deaf daughter.,thriller
80702,Nanosharks,It's spring break at Dread Gorge Lake and nanobots have been loosed on the unsuspecting revelers. Its up to a group of unlikely heroes to devise a plan and destroy the NANOSHARKS.,scifi
80456,Relativity,A rogue scientist's fear of death leads him down a dangerous and destructive path as he risks everything in his search for immortality through time travel.,scifi
25422,The Case of the Cold Fish,A lazy cop and a H.K. inspector team up to find an elusive murderer.,crime
17890,The Legend of Parker Rose,"How the community's first sheriff, Parker Rose, defeated a corrupt rival, cleaned up the community, and made it safe as a point of commerce and stage coach route to New York.",adventure
31373,Unaccompanied Minors,A group of unaccompanied minors bond while snowed in at the midwestern Hoover International Airport during the holiday season and ultimately create a makeshift holiday themselves.,family
89776,Ye ban shu tou,"An expecting couple move to a rural mountain villa. Shortly after arriving, they begin experiencing horrific supernatural occurances.",thriller
32189,Backkom Bear: Agent 008,"With the human exploitation of natural resources, the Arctic environment is completely destroyed, leaving only the last polar bear to survive. Jessica, a human girl, adopts the polar bear and names him Backkom.",family
13554,Bioman2045,A test tube human baby becomes embattled in the conflict between technological advances and nature. He continuously fights on the side of the natural environment but is hindered by artificial intelligence.,adventure
83973,Fei tian wu gong,A Chinese policeman investigates the American Centipede case.,thriller
56097,The Skin Horse,Feature Film Starring Shiri Appleby And Chaney Kley.,mystery
37849,The Lost World,"Two rivaling professors - a journalist, a young wealthy woman and a teenage boy - travel through Africa in search of ""The Lost World"", a place where dinosaurs still roam.",fantasy
24019,John Luther,"The missing case of a teacher named Prakashan is reported at the police station where John Luther works as a CI. As the investigation progresses, John meets with an accident in a scuffle while investigating another case.",crime
32121,Kokdu: A Story of Guardian Angels,"Siblings Su-min and Dong-min trade their grandmother's shoes for a puppy they discover at the market. When the mortally ill old woman is admitted to the hospital and pines for her lost footwear, the two children feel guilty.",family
48863,Murder Loves Killers Too,"The slasher movie gets molested in this wickedly funny horror-thriller from Writer/Director Drew Barnhardt. Fun is the order of the day. Big Stevie's brand of fun. ""Murder Loves Killers Too"" is an off-beat twisted treat for horror fans.",horror
39100,Care Bears to the Rescue,"With Share Bear as the emcee, the Care Bears take part in the Care-a-Lot Rescue Awards.",fantasy
17790,Hong Kil-dong,"The illegitimate son of a nobleman defends peasants from greedy rulers, confounds local bandits, and struggles for permission to marry his tasty upper-crust sweetheart despite their vast societal differences. Then ninjas arrive.",adventure
85658,Hidden Cards,A woman with a lonely life decides to go to a tarot reader to find out about her future.,thriller
10866,Wickie und die starken Männer,"The story of a young Viking boy who accompanies his father, the chief of their village, and his men on their adventures--and often is the person who uses his wit and instincts to help the men in their times of need.",adventure
7062,Action,"An agent, sent by the Indian army to observe a terrorist, finds his mission complicated when he discovers undercover agents in his own country.",action
45618,Requiem for a Scream,"A sadistic killer sets his sights on a group of friends partying in an abandoned lake house, determined to make their murders his symphony.",horror
46539,Escape Room: Tournament of Champions,"Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover they've all played the game before.",horror
35146,Beekle,An imaginary character named Beekle sets off on a journey in search of a friend.,family
61880,Art of Murder,Kabir convinces Atul to kill their best friend and hide his body in Atul's office. They throw a birthday party to check out whether they get caught and if their crime is perfect or not.,mystery
44019,Underdogs,A young man named Amadeo sets off on an unexpected adventure with the players of his beloved Foosball game.,fantasy
75535,Spontaneous Combustion,"A young man finds out that his parents had been used in an atomic-weapons experiment shortly before he was born, and that the results have had some unexpected effects on him.",scifi
31586,Shri Rama Pattabhishekham,The life story of Sri Rama from his wedding to his crowning ceremony.,family
45452,Hoshi ni Negaiwo,"A girl named Eve has destructive thoughts. Unable to tell whether it's a dream or reality, she lives in a shadow world killing her dead friend again and again. Surrounded by screams, a grisly vision brings the killing into the real world.",horror
62841,Subconscious,An investigation into a retired WWII sub plunges a research team into a supernatural journey across the dark abyss of time - with history hanging in the balance.,mystery
77700,Silent Running,"In a future where all flora is extinct on Earth, an astronaut is given orders to destroy the last of Earth's botany, kept in a greenhouse aboard a spacecraft.",scifi
69309,Camp Virginovich,"Two helpless high school geeks travel to Russia the summer before their senior year in hopes of losing their virginity at a summer camp that ""guarantees"" they'll get laid.",romance
86047,Outlier,"An entry in the new sub-genre of ""movies made in lock-down"". Olivia Davis escapes her abuser with the help of a kind stranger, but his intentions are not yet clear to her. She must figure out the situation and escape her nightmare.",thriller
68089,The Great Magician,A Chinese warlord hires a conjurer to help him impress a resistant concubine.,romance
87812,Waqt Hamara Hai,Two prankster best friends gets unwittingly involved in a terrorist plot and tries their best to save the country.,thriller
10276,The Adventures of Yamashita's Island,"In 1946 just after World War Two, James Hawthorne leads an expedition to an island in search of treasure hidden by Japan. Once they arrive the team finds more than they bargained for.",adventure
51370,Unblinded,Two dark forces entangle an 18 year old American gamer. She resides with an evil entity influencing her animus towards all. Then enters Jin.,horror
28769,Christmas Eaves,"A family tragedy forces a young woman to discover and defend her faith, values and the real meaning of Christmas in this ""light"" hearted holiday story.",family
73190,Dr. Renault's Secret,"Dr. Larry Forbes visits the château of Dr. Robert Renault, uncle of his fiancée Madelon, who is idolized by Renault's assistant, a strange émigré from Java.",scifi
77346,The Exile,"A film about a combat veteran's need for redemption, about saving mankind, learning to trust again, and most importantly... kicking alien ass.",scifi
13779,Pulo ng Engkanto,"Adventure, Romance. Comedy, Songs - In a setting of an isle of enchantment.",adventure
61082,Chess of the Wind,The first lady of a noble house has died and now there is conflict between the remainders for taking over her inheritance.,mystery
64123,The Hunters,"In 1952, during the Korean War, two American pilots become bitter enemies over the same woman but must shelf their personal feud when confronted by deadly Chinese MIG fighter jets in battle.",romance
25570,The Sword of Damocles,A barrister's letter proves his bride shot her aged husband on learning he was already married.,crime
51838,Grindsploitation 9,Ninth exploitation anthology from the twisted minds of established and up and coming directors from across the globe.,horror
86820,The Day to Come,"When a troubled war veteran's politician father is killed, he discovers a shadowy conspiracy that will take him to the edge of his sanity and beyond.",thriller
22498,Vendetta for the Saint,"Set against an appealingly sunny Sicilian backdrop, this movie finds Simon Templar, an elegant thief and ethical busybody, outraged when a British banker is murdered after he recognizes an old colleague-turned-Mafia kingpin.",crime
8854,Fortress,"In a future, private underground prison/Fortress, the inmates are computer controlled with CCTV, dream readers and devices that can cause pain or death. John and his illegally pregnant wife are inside but want to escape before birth.",action
80012,Rogue Warrior: Robot Fighter,"In the distant future, humanity is overthrown by artificial intelligence on Earth and other worlds.",scifi
7376,Butter,"Deceit, body heat and pulsing street beats converge in this explosive story about the music industry!",action
15560,The Lotus Eaters,"Inspired by true events, spanning centuries and set against the background of china's recent push for a modern silk road, a canal dividing the north of Thailand from the south, is at the heart of this story.",adventure
25156,Dögkeselyü,"Two old women who happen to be pickpockets stole money from Simon, the taxi driver. The police are unable to find the thieves, so Simon decides to find them himself.",crime
35674,Strega Nona,Big Anthony stirs up trouble when he's asked to watch over Grandma Witch's magic cauldron while she's away.,family
58542,Uljhan,"After a long murder investigation, a police investigator finds the killer closer to home than he imagined.",mystery
15710,From Headquarters,"United States Marine Corps Captain ""Happy"" Smith (Monte Blue) and Gunnery Sergeant Wilmer (Guinn ""Big Boy' Williams) lead a squadron of Marines in search of a party of American tourists lost in a Central America banana-republic jungle.",adventure
48749,The Reeds,A weekend boating party turns into a nightmare for a group of young Londoners when they stumble upon a terrifying secret hidden in the reeds.,horror
41272,Shiver,"A teenage werewolf falls for a girl, who helps him find a way to become human.",fantasy
45244,You're Nobody 'til Somebody Kills You,A serial killer is taking down the hip hop industry one rapper at a time and the detectives on the case must get to him before the killer gets to them.,horror
73497,Hood Wars,This ain't your regular Hood,scifi
18840,Secuestro en la ciudad,"A girl, the daughter of a wealthy businessman, is kidnapped by a man and taken to a country house to await the collection of the ransom. But several unforeseen events complicate the kidnapper's plans.",crime
66208,The Daredevil Drivers,"Bill Foster, a suspended auto racer, attempts to get even with Jerry Neeley, the woman who owns a bus line, by going to work for the rival company. But Bill soon learns about his new boss' shady practices and begins to fall for Jerry.",romance
73948,Starship II: Rendezvous with Ramses,"Three goofballs go back in time to save the Ramses Colony. Unfortunately, saving the colony screws up the future, so they have to go back in time to stop themselves from stopping themselves!",scifi
82814,Civil,"A future civil war is sparked by government-imposed measures due to climate change. Nia, her sister Penny, and her boyfriend Ethan are hiding out when a militia leader and his followers arrive on their doorstep.",thriller
36886,Murder Me,"When a young woman is arrested for a series of brutal killings, police are confounded by her confession, which places blame on an accomplice who doesn't seem to exist.",fantasy
46319,The Dead Sea,A throwback to the horror movies of the 70s and 80s.,horror
68197,Schwarzwälder Kirsch,Two itinerant boys pretend to be poets in order to impress two girls.,romance
28712,Bright Eyes,"An orphaned girl is taken in by a snobbish family at the insistence of their rich, crotchety uncle, even as her devoted aviator godfather fights for custody.",family
46950,Skulltown,"To form an alliance after a great battle, a lady rides through a forest to marry a lord's son. But something dark lurks in the forest that may prevent the lady from ever leaving the forest.",horror
45302,Exolatry,"A self-obsessed starlet, a grieving father, and a self-worship app are at the center of a global femicide where thousands of victims share a disturbing commonality with the rising actress: the name of the viewer's closest loved one.",horror
70390,Mistletoe Mixup,"A workaholic with no time for romance, or the holidays ends up meeting two potential suitors on the same day, but unbeknownst to her, they turn out to be brothers. A sibling squabble commences in this holiday romance.",romance
9895,Crafty Peter and the Mystery of the Missing Diamond,"When old village Peter receives a letter from his priest cousin in the big city, he takes on a journey to solve the greatest mystery he has had yet to investigate.",adventure
77439,Prague Nights,"Rumor has it that the house of Prague hide secret obtain the philosopher's stone, and complex multi-level labyrinth of underground tunnels and cellars keep many unsolved mysteries and untold treasures.",scifi
50982,Misteri di Malam Pengantin,A rape / murder victim returns as a ghost to get even with the four men who killed her by possessing each man's bride on their wedding night.,horror
68888,Romeo & Juliet ...Get Married,"A Romeo-and-Juliet kind of love affair. The difference here is what sets the two lovers apart: their soccer teams. Being a fan of Corinthians, Romeu has to fake he really likes Palmeiras, in order to gain Julieta's heart.",romance
89792,The Human Jungle,Police procedural film about a police captain assigned to take over a demoralized police precinct and turn it around by solving all the unsolved cases as well as some new tough ones.,thriller
46399,The Conference,"A team-building conference for municipal employees which turns into a nightmare when accusations of corruption begin to circulate and plague the work environment. At the same time, a mysterious figure begins murdering the participants.",horror
80513,Knight Rider: Rise of the Phoenix,"A reclusive auto mechanic is living a quiet life when a chance meeting with an old mentor changes his destiny forever. Forced to dig into his past, he begins to search for a man who does not exist.",scifi
47462,The Slavers,A man searches for a missing woman who has been kidnapped by a deranged Professor with sinister intentions.,horror
63631,Upon A Time,"Awakening from a 200 year sleeping spell, Anna must adapt to modern culture and combat an evil witch, in order to protect a handsome stranger. Based on the romantic novella ""Upon A Time"" by Charles Dewandeler.",romance
89028,"Anne, with Love","Anne, a painter who struggles with inner demons after being forced into a life of solitude when her husband leaves mysteriously.",thriller
68789,Mr. Bones,"When three children survive a bus crash that kills their parents, their childhood dies as well. Until they find an unlikely partner in grief at the shallow grave of a long lost child in the woods of a desolate park.",romance
36044,Fire Flies,"12 year old Gerald has a hard time dealing with the divorce of his parents so he has created a fantasy world that is very real to him where he is King Gerald and the peace is held in the lands by colorful, powerful dragons.",fantasy
18153,Show,Petty thief Czarek takes part in a TV reality show to escape from the mafia. He is sent to a house on a desert island with 9 other contestants. Even the death of one of them does not stop the show.,crime
39815,School of Drama: The Movie,"When something big happens at Drama High, the girls and guys come together to fight the terrible creature. Then, they dance the night away.",fantasy
26292,Someone Behind the Door,"A neurosurgeon with a cheating wife takes an amnesiac into his home and conditions him to believe that the cheating wife is his own and to take the ""appropriate"" action.",crime
35532,Hundhotellet,"On their way to find Paris, Sture the dog (Hasse Alfredsson) and his friend Picasso end up on a hotel in the middle of nowhere. Along with Miss Mops, Sture tries to sniff out who is causing all the strange events of the hotel.",family
47998,The Reaping,"A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.",horror
34301,Asterix and Obelix: Mansion of the Gods,"In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony.",family
83783,The Knower,"The film tackles cybercrime through the story of Younis, a man who lives with his wife and their baby girl, as he decides to rob a bank through the internet, but then finds himself chased by a dangerous gang.",thriller
21164,Nabonga,"When a treasure hunter seeks a downed airplane in the jungles of Africa, he encounters one of the passenger's young daughter, now fully grown, and with a gorilla protector.",crime
74749,Freedom War,"No matter where the humanity goes, the war goes with them.",scifi
1053,Remnants,"Remnants follows Chris, who lost his dad to a cynical warlord, Purple Swordsman. He's taken under the wing of his father's friend, Milo. Together they must find out what happened to Chris's father and stop Purple Swordsman at all costs.",action
72983,Horrorplanet,"A crew of interplanetary archaeologists is threatened when an alien creature impregnates one of their members, causing her to turn homicidal and murder them one by one.",scifi
6726,Untitled Will Rogers/Gauchos in Buenos Aires Film,"When Will Rogers was younger he went off and traveled the world moving cattle. One of those places was Buenos Aires, Argentina where he became one of the Gauchos, using his lasso tricks and quick wit to get by in life.",action
52814,Daughter of Darkness,Police suspect a young teenager who was horrifically abused by her family and raped by her father of finally snapping and slaughtering them all.,horror
49220,Outpost,Plot kept under wraps.,horror
42455,Doraemon: Nobita's Version of Saiyuki,Nobita and his friends go an adventure to save the future from monsters that come out from doraemon's gadget.Will nobita be able to capture all of them and help a monk in his journey to the west?,fantasy
20188,Redenção,Two friends at a coconut farm are visited by a stranger who wants to spend the night.,crime
56580,Murder in the Dark,"When a group of young people camping in the ruins of a medieval Turkish town play a party game called 'Murder in the Dark', they soon discover that someone is taking the game too far.",mystery
28608,Alice in Wonderland,A young girl named Alice falls down a rabbit-hole and wanders into the strange world of Wonderland.,family
32792,Radosti i pechali malenkogo lorda,A 19th century American boy is discovered to be the heir to a grand aristocratic estate in England. He wins the heart of the local common folk and eventually his dour elderly grandfather.,family
38941,Theseus and the Minotaur,"Only Theseus, the son of a god with a heart of gold, can stop the evil King Minos and his hideous Minotaur from conquering the world.",fantasy
22771,Circumstances 3,"When a mysterious hitman stirs up what was a perfect operation, tension grows high between Keyshawn and his crew as they try to survive attacks from the hitman and getting captured by the FBI.",crime
5231,Nageune geomgaek hwanggeum 108gwan,"A wise martial arts teacher, knowing that the future will need his treasure, hid his hoard of gold before he died. His daughter and a rival teacher have other plans for gold and each send their agents to try and find it",action
70463,"Come Back, My Love","A Greek-Italian co-production, probably a romantic melodrama peppered with comedy, inspired by a theatrical play by Carlo Goldoni.",romance
17657,Réka,"The extraordinary rise of Réka. From a carefree Khan's ward to a legendary warrior. Her adventurous journey, following a mystical revelation, marked by difficult decisions and hopeless situations, to find her destiny.",adventure
68343,Woman Trap,"Dan, a tough police captain, and Ray, a hardened criminal, are estranged brothers. When Ray faces capture, Kitty, the sister of Ray's ex-partner, offers to help him escape because she sees an opportunity for revenge against Dan.",romance
30580,Baby Bedlam,A 10-year-old boy's fondness for practical jokes gets him into trouble when a baby is accidentally kidnapped.,family
52357,Nightwatch,"A law student, who takes a job as a night watchman at a morgue, begins to discover clues that implicate him as the suspect of a series of murders.",horror
1056,Ashrita,a protesting woman who has being oppressed by her husband's family and the contemporary culture in a male dominated society. At the climax with the help of an Educated family she succeed to give them punishment.,action
10567,The Song of Roland,In the 11th-century epic Roland des Roncesvalles is a legendary knight from the age of chivalry in France. He is depicted as a key figure in halting the advance of the Arabs into France.,adventure
5361,Sharp Shooter,"JK, an unemployed man, falls in love with Nandini, a lawyer. Everything in his life changes after he is mistaken for a serial killer.",action
67958,The Smiling Lieutenant,"An amorous lieutenant is forced to marry a socially awkward princess, though he tries to keep his violin-playing girlfriend on the side.",romance
240,El Pozo,"Tomas, enters a clandestine fighting circuit called ""The Pit"", lead by El Gonzo, to find and rescue his young brother Kevin, before it's too late.",action
48604,Among the Living,Three kids skip school in order to explore an abandoned film studio lot where they catch site of a woman being dragged across the lot by a masked man.,horror
62499,Karanliga Övgüler,A dark story of a dark woman.,mystery
56034,The Crooked Circle,"A group of amateur detectives sets out to expose The Crooked Circle, a secretive group of hooded occultists.",mystery
65277,Police,"A moody, jaded police detective, while investigating a drug ring, falls for a mysterious woman and is drawn into a shady and dangerous scheme.",romance
425,The Dragon Letters,"In a land torn by corruption during China's classic period of political intrigue, one man upheld the torch of traditional high ideals - Until it was time for revenge.",action
60205,The mysterious files of villisca,retelling the famous case that yet remains unsolved,mystery
4764,Lore,A young man defends the world from legendary beasts from folklore.,action
46642,Makmum 2,"Having just lost her husband, Rini's grief increases when Auntie, who raised her, dies. While returning to the village to mourn, Rini's only child, Hafiz, goes missing and is found unconscious in the middle of the forest.",horror
84400,Dark Waters,"A young man, previously missing for over a month, returns to his small Welsh town. What he finds is a world that's changed beyond his reckonings.",thriller
5761,La puerta negra,A horse breeder needs to acquire his rival's horse at the same time protecting his three beautiful daughters from marrying three musicians who work for his rival.,action
53712,Great White,"A fun filled flight to a remote atoll turns into a nightmare for five passengers when their seaplane is destroyed in a freak accident and they are trapped on a raft, 100 miles from shore with man-eating sharks lurking beneath the surface.",horror
35795,Lion of Oz,"A circus lion (Jason Priestley) finds himself in a magical land where he becomes the leader of a journey to stop the Wicked Witch of the East (Lynn Redgrave), a task which may lead him to lose a part of himself.",family
55203,Track Down,Growing up in a dysfunctional family leads to murder and deception.,mystery
39688,Nukri Is Nukri,Nukri is a troubled young boy with special gifts in a dystopian world.,fantasy
86478,Faceless,"When model Barbara Hallen disappears in France, her father's private detective traces her steps to a private plastic surgery clinic run by Dr.Flamand.",thriller
22188,Complot internacional antilatinoamericano 8K,"A strict priest denies a spy a by phone confession. On the phone, too, two nerdy and weird scholars keep a strange long chat on conspiracies, schemes, and plots. An odd conspirator rejoices in his power. All of the five sing what they say.",crime
74570,Omicron,An alien takes over the body of an Earthman in order to learn about the planet so his race can take it over.,scifi
9422,Raiders of the Lost Shark,"A prehistoric shark is released into a the waters near a small lake community as a result of an oil drilling accident, and proceeds to wreak havoc on nearby swimmers.",adventure
7853,Punks vs Dinosaurs,A group of punks touring in a bus survive a dinosaur attack.,action
